Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
UFK in St. Petersburg (OIO,TPE,70.83333333333334,Feodosia Enterprise of oil,66.9746103569633,Gas Industry Insurance Company SOGAZ,65.03411306042885,First Crimean Insurance,63.54382332643203,ROSNEFT AERO,63.42592592592592
"Management ""Moshodosbyt"" - branch",Aktsionernoe Obshchestvo Genbank,68.23515325670498,VAD Aktsionernoe Obshchestvo VAD,67.90099268547544,The Great Don Army,66.77043422733077,Resort 'Nizhnyaya Oreanda,64.20817369093231,Industrialny Sberegatelny Bank,62.24843718491632
"""Grace Tour",Peace To Luhansk Region,67.42753623188406,Russian National Commercial Bank,64.16666666666667,'Federativnoye Gosudarstvo Novorossiya,64.03403403403404,Gas Industry Insurance Company SOGAZ,62.59259259259259,The Great Don Army,62.31481481481481
"""Leroa Merlen East",Almaz-Antey Defense,71.37413669921409,Concern Almaz-Antey,66.80426556587547,'Federal State of Novorossiya,65.54621848739495,Feodosia Enterprise of oil,65.23378582202112,ORIENTAL REVIEW,65.16339869281046
"""Wururt-Rus",ROSNEFT AERO,57.777777777777786,First Crimean Insurance,56.473429951690825,Prizrak Brigade,55.55555555555556,Federal State Budgetary Enterprise 'Production-Agrarian Union 'Massandra' of the Administration of the President of the Russian Federation,54.44444444444444,"""United Aircraft",54.44444444444444
"NKO ""Inkyran",Bank Rossiya,71.46464646464646,Bank Otkritie Financial,66.24213145952277,Resort 'Nizhnyaya Oreanda,65.6986531986532,Vneshekonombank,64.84848484848484,Luhansk Economic Union,61.36363636363637
"""CH"" Caesar Securiti",Russian National Commercial Bank,63.402777777777786,Research and Production Corporation UralVagonZavod,62.42265795206973,Tactical Missiles,61.45969498910675,Peace To Luhansk Region,60.86337173293694,First Crimean Insurance,60.86337173293694
Moiseev Alexander Evgenievich,IS Bank,62.88998357963875,Internet Research Agency,62.75918413342348,ORIENTAL REVIEW,62.68199233716475,Peace To Luhansk Region,61.202731967349656,ROSNEFT AERO,60.58429118773946
"""Alagard",Battalion Gvardeysky,73.57142857142858,'Luganskaya Narodnaya Respublika' (LNR,68.57142857142856,Almaz-Antey Defense,65.91478696741855,Almaz-Antey,64.50216450216449,Separate Artillery Brigade of the 1st Army Corps,62.003968253968246
"""Management Technologies",Peace To Luhansk Region,70.84398976982096,Internet Research Agency,64.79468599033817,Aktsionernoe Obshchestvo Genbank,63.91464194373402,"'Foreign Economic Association' ""Technopromexport",62.133655394524965,'Foreign Economic Association' 'Technopromexport,62.133655394524965
"""MODADIZAIN",Somali Battalion,66.48809523809524,Promsvyazbank,63.16239316239316,Death Battalion,61.11111111111111,Smert Battalion,61.11111111111111,Oplot Battalion,61.11111111111111
"""Merry Water Vozozoz",NEW EASTERN OUTLK,63.06616213736957,Resort 'Nizhnyaya Oreanda,61.37539361223572,ROSNEFT AERO,61.25730994152047,UralVagonZavod,58.1453634085213,Army of the Southeast,57.97068428647375
"""Evpenet OEM",State Enterprise 'Sevastopol Commercial Seaport,65.54677206851119,NEW EASTERN OUTLK,63.50903997962821,Black Sea Bank Development and Reconstruction,62.69360269360269,So-called Donetsk People's Republic,61.770081770081774,"""VO Technopromexport",61.58071947545633
"Ooo ""Company"" Tensor","O ""VO Technopromexport",69.57671957671958,"O ""VO TPE",65.93915343915344,"""VO Technopromexport",65.49707602339181,Stroygazmontazh Corporation (SGM Group,64.4438556203262,Peace To Luhansk Region,63.42747429703951
"""SMK"" Athena",Smert Battalion,65.27777777777779,Almaz-Antey,63.59307359307359,First Crimean Insurance,63.26086956521739,Army of the Southeast,63.01587301587301,Death Battalion,62.698412698412696
"""Automotive Group","Mostotrest, P",69.67592592592592,Mostotrest,61.72619047619047,'Mostotrest,61.72619047619047,"""VO Technopromexport",61.71052631578947,Fedosia Oil Products Supply,60.73933782267116
Krasovsky Dmitry Ivanovich,Azovsky likerovodochny zavod,67.78388278388277,Bank Rossiya,63.93162393162394,First Crimean Insurance,63.19212188777406,RDIF,62.17948717948718,VAD Aktsionernoe Obshchestvo VAD,61.69450067476383
Foundation of rational nature,Feodosia Enterprise of oil,67.25068639769184,Gas Industry Insurance Company SOGAZ,65.35469638917915,International Union of Public Associations 'Great Don Army,65.34247496134974,Russian National Commercial Bank,65.0605500821018,State Concern 'National Association of producers 'Massandra,64.3205050646067
"""SOROR INVEST",Dobrolet,68.05555555555557,ORIENTAL REVIEW,67.22222222222221,Mostotrest,66.58730158730158,'Mostotrest,66.58730158730158,Feodosia Enterprise of oil,65.87024087024088
"""EnergoForm Heat Systems",'Chernomorneftegaz,66.78845451223968,Stroygazmontazh-Most (SGM-MOST,65.74653849545814,'Federativnoye Gosudarstvo Novorossiya,65.70598058012246,Free Donbass,65.60386473429952,Army of the Southeast,65.54865424430642
"""SOLAR ELS","So-called ""Luhansk Guard",66.22383252818035,"So-called ""Lugansk Guard",66.22383252818035,Fedosia Oil Products Supply,64.50617283950618,Sobol,64.44444444444444,Smert Battalion,63.33333333333333
"""DHL International",Z Interautomatica,73.44028520499108,'Interavtomatika,71.83006535947712,Z Interavtomatika (IA,70.20499108734404,Death Battalion,69.640522875817,Bank Otkritie Financial,66.78845451223968
College of lawyers of the republic,So-called Donetsk People's Republic,73.17252827056748,So-called 'Lugansk People's Republic,68.31932773109244,Black Sea Bank of Development and Reconstruction,66.20824255628177,Feodosia Enterprise of oil,65.24886877828054,Black Sea Bank Development and Reconstruction,64.36165577342048
"""SSP-Consult",Cossack National Guard,63.131313131313135,Peace To Luhansk Region,62.53842775581906,USC,61.61616161616161,Russian National Commercial Bank,58.869949494949495,State Concern 'National Association of producers 'Massandra,58.46181109339005
"College of lawyers ""Center"" Oroland",Black Sea Bank for Development and Reconstruction,67.56854256854257,Internet Research Agency,66.63343965975544,Feodosia Enterprise of oil,64.60352512984092,Black Sea Bank of Development and Reconstruction,64.5412457912458,Federal United Enterprise 'Crimea Railway,64.1381203337725
Capital Ligal Serviceaz,Russian National Commercial Bank,64.85507246376811,Z Interavtomatika (IA,63.584169453734674,Tactical Missiles,63.14293833475419,First Crimean Insurance,62.00828157349897,"So-called ""Lugansk Guard",60.758082497212925
Kupriyanov I.G.,Z Interavtomatika (IA,62.354497354497354,Prizrak Brigade,61.82539682539683,' 'Sparkling Wine Plant Novy Svet,61.349206349206355,UAC,60.317460317460316,Otkritie,59.523809523809526
Petrovich Dmitry Eduardovich,'Federativnoye Gosudarstvo Novorossiya,61.82754182754183,People's Union,61.77248677248678,"O ""VO Technopromexport",61.66666666666667,Otkritie,61.30952380952381,First Crimean Insurance,60.9860248447205
"""Law Company"" EL 1",Russian National Commercial Bank,62.5,Almaz-Antey,61.74242424242424,Concern Almaz-Antey,60.39673046251993,"So-called ""Luhansk Guard",60.07081686429512,"So-called ""Lugansk Guard",60.07081686429512
"""Troika Ligal",Prizrak Brigade,69.16666666666667,ORIENTAL REVIEW,65.0,Otkritie,63.888888888888886,Prizrak Battalion 'Ghost' Brigade,63.59563375692407,Tactical Missiles,62.908496732026144
"""BRUMA SERVICE",Mir Luganschine,65.2991452991453,Russian Direct Investment Fund,64.66977466977467,Crimean Republican Enterprise Azov Distillery Plant,62.342885872297636,Sberbank (Public Sberbank,61.66472416472416,UAC,60.68376068376068
"Branch number 6, Moka",Russian National Commercial Bank,64.16666666666667,The Great Don Army,61.66666666666667,Sberbank of Russia,61.66666666666667,CB IS Bank,60.83333333333334,UAC,60.55555555555555
"""Artiks",Army of the Southeast,61.904761904761905,VAD Aktsionernoe Obshchestvo VAD,61.80555555555555,Aktsionernoe Obshchestvo Genbank,61.80555555555555,Bank Otkritie Financial,61.69082125603865,Army of the South-East,61.61616161616161
Batrukov Alexander Lvovich,UralVagonZavod,66.17826617826617,Vostok Battalion,65.38461538461539,Bank of Russia,64.53546453546454,ORIENTAL REVIEW,64.27350427350427,Donetsk Republic,64.26282051282051
"""MM-Color Center",Mostotrest,66.66666666666666,'Mostotrest,66.66666666666666,"O ""VO Technopromexport",66.14718614718615,Dobrolet,66.11111111111111,Concern Almaz-Antey,64.95481127060074
"""TRAN-GAMMA",Stroygazmontazh-Most (SGM-MOST,66.27075351213283,Stroygazmontazh Corporation (SGM Group,64.03403403403404,25 January Committee,63.57142857142857,Z Interautomatica,63.18627450980392,UralVagonZavod,62.06349206349206
"""Wuurt North-West",Mostotrest,66.48809523809524,'Mostotrest,66.48809523809524,Army of the Southeast,60.03968253968254,"Mostotrest, P",59.72222222222222,Army of the South-East,59.31818181818181
"""DV-Avto",'VO TPE,64.28571428571429,NEW EASTERN OUTLK,60.22408963585434,VTB Bank,60.11904761904761,Z Interavtomatika (IA,58.80952380952381,Industrial Savings Bank,57.72256728778468
"""EKVINET-NORD",Resort 'Nizhnyaya Oreanda,63.42592592592592,VAD Aktsionernoe Obshchestvo VAD,62.5,VTB,61.11111111111111,Cossack National Guard,60.858585858585855,Battalion Gvardeysky,60.55555555555555
"""Kolkleper",ZELENODOLSK SHYARD,62.698412698412696,ROSNEFT AERO,59.25925925925925,Black Sea Bank for Development and Reconstruction,57.97430083144369,Azovsky likerovodochny zavod,57.14285714285715,Dobrolet,56.94444444444444
"""Autoprogress-M",'Institute Giprostroymost - Saint-Petersburg,64.59840972036093,Mostotrest; 'Mostotrest,63.01587301587301,Russian National Commercial Bank,60.51587301587303,The Great Don Army,60.317460317460316,TPE,60.317460317460316
"""Home Interior",ROSNEFT AERO,67.73504273504273,ORIENTAL REVIEW,65.2991452991453,'Chernomorneftegaz,65.24886877828054,"Movement ""Novorossiya"" of Igor Strelkov",63.8022638022638,Movement Novorossiya of Ignor Strelkov,63.517768780926666
"""Aylav Digital",Zarya Battalion,67.45726495726495,Somali Battalion,64.04914529914531,Zaliv Shipyard,63.18681318681318,Kalmius Battalion,62.94620412267471,Industrial Savings Bank,62.328975372453634
"""Meritek SPb",Donetsk Republic,68.2449494949495,Smert Battalion,64.84848484848484,"Mostotrest, P",64.46608946608947,"""United Shipbuilding",62.064251537935746,United Shipbuilding,62.064251537935746
"Ltd. ""Northklecet","""VO Technopromexport",63.09941520467836,Donetsk Republic,63.05555555555556,NEW EASTERN OUTLK,61.830065359477125,"O ""VO Technopromexport",61.42857142857142,VAD Aktsionernoe Obshchestvo VAD,61.38888888888889
"Night ""Odpo"" Profcentzer","""VO Technopromexport",69.58304853041696,"O ""VO Technopromexport",68.38924963924966,"O ""VO TPE",63.58225108225108,Research and Production Corporation UralVagonZavod,60.75279106858055,"""United Aircraft",60.7070707070707
Shakin Vladimir Anatolyevich,Z Interavtomatika (IA,66.54761904761905,Bank Otkritie Financial,66.44440384849591,Cossack National Guard,66.20670995670996,Kalmius Battalion,65.54621848739495,Somali Battalion,63.07234432234433
"""AST GOZ","Federal State Budgetary Enterprise 'Sanatorium ""Nizhnyaya Oreanda""' of the Administration of the President of the Russian Federation",63.72767857142857,UralVagonZavod,61.904761904761905,'Federativnoye Gosudarstvo Novorossiya,61.75461175461175,'Institute Giprostroymost - Saint-Petersburg,61.20789779326364,Separate Artillery Brigade of the 1st Army Corps,60.51587301587301
"""Consul Motors",Mostotrest,68.7179487179487,'Mostotrest,68.7179487179487,Cossack National Guard,64.12587412587413,Luhansk Economic Union,64.12587412587413,USC,63.24786324786324
Ignatenkov Veronika Yuryevna,'Federativnoye Gosudarstvo Novorossiya,68.39152817413688,Industrialny Sberegatelny Bank,66.03174603174602,Donetskaya Narodnaya Respublika,65.04096262160778,Resort 'Nizhnyaya Oreanda,64.94708994708994,ORIENTAL REVIEW,64.87789987789988
UFK in the city ofPB (ovo in Moscow. Pral,State Unitary Enterprise of the 'Republic of Crimea' 'Chernomorneftegaz,64.21424980248509,"O ""VO Technopromexport",63.0826689650219,International Union of Public Associations 'Great Don Army,62.903951358959844,State Unitary Enterprise of the City of Sevastopol 'Sevastopol Sea Port,62.89736407383466,State Unitary Enterprise of the 'Republic of Crimea' National Institute of Wine 'Magarach,62.31531173391639
"""Gazmontizhiniring",Bank Otkritie Financial,61.753080678911886,"""United Shipbuilding",59.362458433665864,United Shipbuilding,59.362458433665864,Mir Luganschine,58.4640522875817,"'Foreign Economic Association' ""Technopromexport",58.196748784984074
"""ZSM PROGRESS",Sberbank of Russia,62.03703703703704,Mostotrest; 'Mostotrest,61.50793650793651,Bank Rossiya,61.111111111111114,'Institute Giprostroymost - Saint-Petersburg,60.71076619857108,'Lenpromtransproyekt,60.296574770258985
"""Yar0 Rent",ROSNEFT AERO,61.11111111111111,ORIENTAL REVIEW,60.52910052910053,Almaz-Antey,60.336700336700346,First Crimean Insurance,59.88037727168162,Industrialny Sberegatelny Bank,59.35185185185185
Nevsky Atlant,Vostok Battalion,69.80769230769232,Azovsky likerovodochny zavod,63.42083842083842,NEW EASTERN OUTLK,62.94620412267471,Industrialny Sberegatelny Bank,61.639471639471644,Smert Battalion,61.59544159544159
"""Intergolor",Integral,88.64285714285714,ORIENTAL REVIEW,69.44444444444446,'Interavtomatika,66.66666666666666,Z Interautomatica,65.09803921568627,International Union of Public Associations 'Great Don Army,64.6783625730994
Akva Star Service,VAD Aktsionernoe Obshchestvo VAD,65.03676470588235,'VO TPE,63.39869281045751,Russian Direct Investment Fund,63.01156359979889,Bank Rossiya,62.908496732026144,'Federativnoye Gosudarstvo Novorossiya,61.4921644333409
Barinov Vasily Aleksandrovich,Bank Rossiya,67.44165795889933,Battalion Gvardeysky,65.89080459770115,Prizrak Battalion 'Ghost' Brigade,65.76619524339212,Bank Otkritie Financial,65.74653849545814,Azovsky likerovodochny zavod,65.13136288998359
"""Klimat-Prof",Kalmius Battalion,64.92869875222816,Prizrak Battalion 'Ghost' Brigade,62.876072553491916,Prizrak Battalion 'Ghost' Battalion,62.289562289562284,Zaliv Shipyard,60.24531024531024,Separate Artillery Brigade of the 1st Army Corps,59.448653198653204
"""Mud Media Rasha",Z Interavtomatika (IA,60.92592592592593,Gosudarstvenoye predpriyatiye Agrofirma 'Magarach' nacionalnogo instituta vinograda i vina 'Magarach,60.710194730813285,"""United Aircraft",60.55555555555555,United Aircraft,60.55555555555555,Industrial Savings Bank,60.04830917874396
"""Petersburg Sales",Peace To Luhansk Region,64.61352657004831,Free Donbass,63.888888888888886,NEW EASTERN OUTLK,63.774509803921575,Industrialny Sberegatelny Bank,63.76984126984128,Donetsk Republic,63.42592592592592
Highly Ilya Sergeevich,Luganskiy Ekonomicheskiy Soyuz,59.39393939393939,Industrialny Sberegatelny Bank,58.19624819624819,Feodosia Enterprise of oil,58.04195804195804,Mir Luganschine,57.37373737373738,ORIENTAL REVIEW,57.37373737373738
SP carriers Pavel Igorevich,State enterprise 'Universal-Avia,66.19673436877738,' 'Sparkling Wine Plant Novy Svet,64.44444444444444,Research and Production Corporation UralVagonZavod,64.01825013419217,Peace To Luhansk Region,63.77482555018786,First Crimean Insurance,63.77482555018786
"""AV PATTS",Prizrak Battalion 'Ghost' Brigade,65.26497695852534,Prizrak Battalion 'Ghost' Battalion,64.8088023088023,'VO TPE,63.888888888888886,Sparta Battalion,62.797619047619044,Crimean Republican Enterprise Azov Distillery Plant,62.254901960784316
"""Merida Plus",Fedosia Oil Products Supply,65.98204264870931,"""United Shipbuilding",63.27751196172249,United Shipbuilding,63.27751196172249,Mir Luganschine,62.853535353535364,Integral,62.651515151515156
"""Recast Auto",Death Battalion,70.1010101010101,Smert Battalion,69.4949494949495,Kalmius Battalion,69.09536541889483,Sparta Battalion,65.9090909090909,Research and Production Corporation UralVagonZavod,64.9090909090909
"""Aroma XXI",'Interavtomatika,63.33333333333333,Zarya Battalion,62.96296296296296,Sparta Battalion,62.268518518518526,Stroygazmontazh Corporation (SGM Group,60.8036608036608,Almaz-Antey,60.26936026936026
"""Terra Assistans",Sparta Battalion,66.38888888888889,'Interavtomatika,64.72222222222223,Resort 'Nizhnyaya Oreanda,63.96464646464647,Russia Bank,62.853535353535364,State Enterprise 'Sevastopol Commercial Seaport,62.68461007591443
"""MSA",Promsvyazbank,74.35897435897436,"Movement ""Novorossiya"" of Igor Strelkov",69.36936936936937,Movement Novorossiya of Ignor Strelkov,69.2982456140351,IS Bank,65.07936507936508,Sberbank,63.888888888888886
"""Aquabalt",Kalmius Battalion,66.7016806722689,Death Battalion,66.11111111111111,Zarya Battalion,66.11111111111111,Somali Battalion,65.27777777777779,Battalion Gvardeysky,62.77777777777778
"Company ""SIMPL",Donbas People's Militia,63.467112597547384,Donbass People's Militia,62.863247863247864,Cossack National Guard,61.8006993006993,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,59.344729344729345,Crimean Republican Enterprise Azov Distillery Plant,58.84364002011061
"""Bubborg",Bulwark,61.904761904761905,Sberbank (Public Sberbank,57.420634920634924,Sobol,56.19047619047619,Black Sea Bank for Development and Reconstruction,55.10204081632652,Bank of Russia,54.76190476190476
SKY NORD,Donetsk Republic,62.797619047619044,Black Sea Bank for Development and Reconstruction,62.5,'Luganskaya Narodnaya Respublika' (LNR,61.78571428571429,ROSNEFT AERO,61.38888888888889,Azovsky likerovodochny zavod,61.30952380952381
"""Energia",Internet Research Agency,64.68253968253968,Integral,64.64285714285715,State Enterprise 'Sparkling Wine Plant 'Novy Svet,62.107396149949345,Genbank,61.904761904761905,"Movement ""Novorossiya"" of Igor Strelkov",61.75461175461175
"""Zetzz",ROSNEFT AERO,52.22222222222223,Death Battalion,51.11111111111111,Smert Battalion,51.11111111111111,TPE,51.11111111111111,Zarya Battalion,51.11111111111111
"""Company AROMOM INNESHNL",Concern Almaz-Antey,66.22171370455123,Luhansk Economic Union,65.3115000941088,Stroygazmontazh Corporation (SGM Group,62.673543108325724,"'Foreign Economic Association' ""Technopromexport",61.64251207729469,'Foreign Economic Association' 'Technopromexport,61.64251207729469
"""Sports",'Institute Giprostroymost - Saint-Petersburg,65.98915989159892,Mostotrest,64.44444444444444,'Mostotrest,64.44444444444444,Sparta Battalion,63.888888888888886,'Lenpromtransproyekt,63.21637426900585
"CH ""FORSAD",Free Donbas,66.18566618566618,Free Donbass,64.41798941798942,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",61.93783068783068,CB IS Bank,61.48148148148148,ROSNEFT AERO,61.11111111111111
"""Rakurs",Bank of Russia,66.34920634920634,Federal United Enterprise 'Crimea Railway,65.27777777777779,State enterprise 'Universal-Avia,59.820788530465954,Russia Bank,59.34343434343434,Gas Industry Insurance Company SOGAZ,59.074074074074076
"""Klintime",Otkritie,68.33333333333333,' 'Sparkling Wine Plant Novy Svet,65.0,Z Interavtomatika (IA,62.77777777777778,Almaz-Antey,62.651515151515156,GEOPOLITICA,62.121212121212125
"""SPETSMONTAZH-SM",Stroygazmontazh-Most (SGM-MOST,62.68199233716475,Stroygazmontazh Corporation (SGM Group,62.477477477477485,TPE,62.22222222222222,"Mostotrest, P",60.83333333333333,Donbass People's Militia,59.44444444444444
"""Horton International",Vostok Battalion,70.0,Oplot Battalion,68.88888888888887,Bank Otkritie Financial,67.4327122153209,Death Battalion,66.11111111111111,Smert Battalion,66.11111111111111
"""EIC AR ES GROUP",The Great Don Army,64.07407407407408,NEW EASTERN OUTLK,63.57298474945533,Peace To Luhansk Region,63.5024154589372,So-called 'Lugansk People's Republic,61.78266178266178,Gas Industry Insurance Company SOGAZ,61.43874643874644
MENPAUERGRUP,Gas Industry Insurance Company SOGAZ,59.25925925925925,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",58.071789321789325,"""United Aircraft",57.777777777777786,United Aircraft,57.777777777777786,'Lenpromtransproyekt,57.09064327485379
"""AERRD","State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",68.15476190476191,Azovsky likerovodochny zavod,64.76190476190476,State enterprise 'Universal-Avia,64.30107526881721,Separate Artillery Brigade of the 1st Army Corps,63.47222222222223,Research and Production Corporation UralVagonZavod,63.33333333333334
"""Center",State Concern 'National Association of producers 'Massandra,64.61988304093568,'Chernomorneftegaz,64.2483660130719,State Unitary Enterprise of the Crimean Republic 'Crimean Sea Ports,64.14141414141415,State Unitary Enterprise of the City of Sevastopol 'Sevastopol Sea Port,63.96825396825396,Integral,63.888888888888886
"""KARANDERVIS",Battalion Gvardeysky,68.1986531986532,ORIENTAL REVIEW,65.33910533910534,Gas Industry Insurance Company SOGAZ,61.53198653198654,VAD Aktsionernoe Obshchestvo VAD,60.719696969696976,Sberbank of Russia,59.890572390572395
"""Brand Smile",Bank of Russia,65.80086580086581,Bank Rossiya,64.46608946608947,Smert Battalion,62.853535353535364,Mir Luganschine,62.853535353535364,Dobrolet,62.651515151515156
"""formax","'Foreign Economic Association' ""Technopromexport",64.81481481481481,'Foreign Economic Association' 'Technopromexport,64.81481481481481,Foreign Economic Association 'Technopromexport,64.81481481481481,First Crimean Insurance,61.35265700483091,SOVCOMBANK,60.0
"""SYSTEMS AND TECHNOLOGIES",Peace To Luhansk Region,67.8566354077863,Cossack National Guard,64.46608946608947,Industrialny Sberegatelny Bank,64.06862745098039,Smert Battalion,63.96464646464647,VAD Aktsionernoe Obshchestvo VAD,63.72441520467835
"""Company",SOVCOMBANK,67.14285714285714,Sovkombank,65.71428571428571,Concern Almaz-Antey,59.248120300751886,Stroygazmontazh Corporation (SGM Group,58.68725868725869,Cossack National Guard,58.44155844155844
Road Association,Somali Battalion,67.04545454545455,Russian National Commercial Bank,65.17857142857143,Sparta Battalion,65.0,Vostok Battalion,65.0,Smert Battalion,64.67592592592592
Lev Jan Aronovich,VAD Aktsionernoe Obshchestvo VAD,67.25898692810458,Azovsky likerovodochny zavod,64.04330963154493,VTB Bank (Public,62.61437908496732,Luhansk Economic Union,62.4777183600713,Peace To Luhansk Region,60.36516055697641
epico Olga Eduardovna,"So-called ""Luhansk Guard",65.54865424430642,"So-called ""Lugansk Guard",65.54865424430642,'Federativnoye Gosudarstvo Novorossiya,65.15801515801516,Cossack National Guard,64.31457431457432,Peace To Luhansk Region,63.94064872325741
Chemhwine Denis Yakovlevich,' 'Sparkling Wine Plant Novy Svet,63.40595497458242,"Movement ""Novorossiya"" of Igor Strelkov",60.66066066066066,Peace To Luhansk Region,60.257648953301135,State enterprise 'Universal-Avia,59.87405416168857,NEW EASTERN OUTLK,59.488296743198696
"""Insurance Technologies",UAC,71.2121212121212,Peace To Luhansk Region,70.00310005425095,Internet Research Agency,69.38131313131314,Mir Luganschine,67.07070707070707,Aktsionernoe Obshchestvo Genbank,66.39309764309765
"""Smart Accounting",Smert Battalion,68.57323232323232,Kalmius Battalion,65.69741532976826,Somali Battalion,65.0,Sparta Battalion,65.0,Cossack National Guard,64.72902097902097
"""ANGARA ATSTANS",Sparta Battalion,69.80820105820106,Army of the Southeast,65.07936507936508,Army of the South-East,64.50216450216449,Donetskaya Narodnaya Respublika,63.69687660010241,Zarya Battalion,63.650793650793645
"""Scartel",Smert Battalion,69.68253968253968,Sparta Battalion,67.55952380952381,USC,65.07936507936508,Rostec,64.28571428571429,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,64.12698412698413
"""MTS",Army of the South-East,71.2121212121212,"Movement ""Novorossiya"" of Igor Strelkov",69.36936936936937,Movement Novorossiya of Ignor Strelkov,69.2982456140351,Mostotrest,65.55555555555556,'Mostotrest,65.55555555555556
"""Svyaz-Holding",Azovsky likerovodochny zavod,64.49938949938951,Zarya Battalion,63.29059829059829,Zaliv Shipyard,63.02401302401302,Vostok Battalion,62.17948717948718,"So-called ""Luhansk Guard",62.04632726371857
"""Rosokhran Telecom",ROSNEFT AERO,85.57783719548425,Rostec,79.640522875817,Donetsk Republic,67.10784313725492,"O ""VO TPE",63.97058823529412,'VO TPE,63.39869281045751
"""Infotele",Integral,80.0,ORIENTAL REVIEW,68.53174603174604,ROSNEFT AERO,63.888888888888886,'VO TPE,62.5,Rostec,62.5
"""Post Russia",Bank of Russia,72.45670995670996,Mostotrest,65.15151515151516,'Mostotrest,65.15151515151516,Bank Rossiya,64.46608946608947,Donetsk Republic,64.36688311688312
"""Sign of Difference",First Crimean Insurance,64.61352657004831,Russian Direct Investment Fund,64.15954415954415,Feodosia Enterprise of oil,62.92226292226292,VAD Aktsionernoe Obshchestvo VAD,60.692663817663814,"'Foreign Economic Association' ""Technopromexport",58.88888888888889
"""K2 Automotive Claud",25 January Committee,63.274853801169584,Cossack National Guard,63.016807753649864,Kalmius Battalion,62.07899427713669,Z Interautomatica,62.07899427713669,Z Interavtomatika (IA,58.84370015948964
"""PEPELEV GROUP",People's Union,64.56043956043956,TPE,60.68376068376068,NEW EASTERN OUTLK,60.24563671622495,"""VO Technopromexport",59.547908232118765,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,58.66096866096866
"""MOEK","Mostotrest, P",66.66666666666666,Donetsk Republic,64.58333333333334,Army of the Southeast,63.095238095238095,Mostotrest; 'Mostotrest,63.095238095238095,Army of the South-East,62.878787878787875
"""DPK SPb",Donetsk Republic,68.84920634920636,"""United Shipbuilding",65.91478696741855,United Shipbuilding,65.91478696741855,Prizrak Brigade,61.269841269841265,Black Sea Bank for Development and Reconstruction,60.43083900226757
"""Express-Auto-West",NEW EASTERN OUTLK,69.281045751634,ROSNEFT AERO,62.908496732026144,VAD Aktsionernoe Obshchestvo VAD,62.10878582202112,Army of the South-East,61.155674390968514,' 'Sparkling Wine Plant Novy Svet,60.44746103569633
"""MS-Auto",Mostotrest,65.71428571428571,'Mostotrest,65.71428571428571,Somali Battalion,63.29365079365079,Russian National Commercial Bank,62.59920634920636,Kalmius Battalion,62.55835667600373
"""Vector",VTB,66.66666666666666,VEB.RF,66.66666666666666,"""VO Technopromexport",66.08187134502924,"O ""VO Technopromexport",65.07936507936508,Peace To Luhansk Region,61.35265700483091
"""Almetor Finland",Almaz-Antey,67.02020202020202,Almaz-Antey Defense,64.95481127060074,Kalmius Battalion,63.57298474945533,Somali Battalion,63.05555555555556,Smert Battalion,62.22222222222222
"""Nordavtoservis",Mostotrest,68.57142857142856,'Mostotrest,68.57142857142856,Feodosia Enterprise of oil,66.17826617826617,'Federativnoye Gosudarstvo Novorossiya,64.993564993565,ROSNEFT AERO,64.94708994708994
"""Consulting Plus",Cossack National Guard,68.3838383838384,USC,62.22222222222222,"So-called ""Luhansk Guard",61.598594642072904,"So-called ""Lugansk Guard",61.598594642072904,Donetsk Republic,60.972222222222214
"""PF"" SKB contour",Luhansk Economic Union,64.69456469456469,Cossack National Guard,64.06926406926407,Peace To Luhansk Region,61.635610766045545,Sobol,60.476190476190474,USC,60.317460317460316
"""Laboratory of Smart Driving",Prizrak Battalion 'Ghost' Brigade,67.5541901348353,"Movement ""Novorossiya"" of Igor Strelkov",63.892463892463894,Stroygazmontazh Corporation (SGM Group,63.892463892463894,Vostok Battalion,63.64553656220323,'Federal State of Novorossiya,63.61969739162722
"""Absolute",Sobol,68.33333333333333,Rostec,63.888888888888886,'VO TPE,62.5,Almaz-Antey,62.121212121212125,Dobrolet,61.66666666666667
"""Sky Auto",ROSNEFT AERO,61.38888888888889,IS Bank,60.11904761904761,Gas Industry Insurance Company SOGAZ,59.457671957671955,Russian National Commercial Bank,59.02777777777778,Kalmius Battalion,58.98692810457516
"ANO ""Independent Expertise Center",Crimean Republican Enterprise Azov Distillery Plant,63.30756661639014,Black Sea Bank Development and Reconstruction,63.22685185185185,State Enterprise 'Sevastopol Commercial Seaport,63.22463768115942,Internet Research Agency,62.88807189542484,State Enterprise 'Sparkling Wine Plant 'Novy Svet,62.43882978723404
"""Caesar Satellite Systems",State Enterprise 'Sevastopol Commercial Seaport,67.27053140096618,Almaz-Antey,64.52020202020202,Tactical Missiles,64.05857214680744,Almaz-Antey Defense,63.93949617633828,'Federal State of Novorossiya,62.10317460317461
